ID x y V Verr BV BVerr UB UBerr VR VRerr VI VIerr ra dec d_arcsec _r_1 _x_1 _y_1 _p_1 DR2Name RA_ICRS_1 e_RA_ICRS DE_ICRS_1 e_DE_ICRS SolID Source_1 RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 d_arcsec1 _r_2 _x_2 _y_2 _p_2 Source_2 RA_ICRS_2 DE_ICRS_2 rest b_rest B_rest rlen ResFlag ModFlag
259 1792.47 505.894 16.917 0.018 0.878 0.027 0.129 0.058 0.55 0.025 1.025 0.028 150.3727169104734 -49.637966041132294 0.2618 0.076557 -0.064007 -0.042001 236.7 "Gaia DR2 5406949962621239040" 150.37260503274 0.054 -49.63797232665 0.0553 1635721458409799680 5406949962621239040 1633883330 2015.5 0.5128 0.0658 7.7979 -8.235 0.112 8.878 0.113 -0.2033 -0.1835 -0.3279 0.2783 -0.0106 0.3179 -0.2714 -0.0004 0.1137 -0.1438 213 0 211 2 1.9839 248.19 0.172 1.2 31 0 3.9236 1.5121 0.0152 -0.05 24 14 0.11778 0 37 1 323 4128.0 2.753 1499.615 16.6491 0.0007 33 1893 9.983 189.645 17.1584 0.0057 31 3226 7.092 454.880 15.9903 0.0024 1.240 0 1.1681 0.5093 0.6588 nan nan 0 nan nan nan NOT_AVAILABLE 276.90868560555 4.44997151256 180.95239081734 -55.73489233563 100001 4957.00 4876.00 5303.53 0.8375 0.5690 1.0070 0.4210 0.3016 0.5150 200111 1.13 0.98 1.16 0.691 0.503 0.879 150.372659782 1.7333 -49.6380105527 1.7564 0.0 0.076325 -0.063968 -0.041637 236.9 5406949962621239040 150.37260503274 -49.63797232665 1857.25360051418 1645.82615379065 2128.58600263957 1179.31315844664 1 1
260 828.046 890.344 16.93 0.012 0.93 0.02 0.267 0.069 0.565 0.016 1.003 0.017 150.49501958468943 -49.60558643912426 0.5582 0.017943 0.015271 -0.009421 121.7 "Gaia DR2 5406940032656938880" 150.49500459058 0.0503 -49.60543169026 0.0522 1635721458409799680 5406940032656938880 626621915 2015.5 0.2893 0.0615 4.7027 -4.808 0.102 3.520 0.104 -0.126 -0.1860 -0.3148 0.2722 0.0355 0.2862 -0.0801 0.1713 -0.1245 -0.0234 212 0 210 2 0.8829 222.7 0.0 0.0 31 0 4.2449 1.5287 0.0146 -0.028 24 15 0.10274 0 37 0 320 4089.0 2.703 1512.732 16.6592 0.0007 34 1906 11.93 159.748 17.1510 0.0068 34 3204 9.935 322.506 15.9977 0.0034 1.250 0 1.1534 0.4918 0.6615 nan nan 0 nan nan nan NOT_AVAILABLE 276.95252253593 4.52370452808 181.02800827717 -55.66052537348 100001 4940.00 4789.81 5142.77 2.1710 1.8689 2.2970 1.0957 0.9494 1.1960 nan nan nan nan nan nan nan 150.495036537 1.5751 -49.6054468455 1.6167 0.0 0.017788 0.01531 -0.009056 120.6 5406940032656938880 150.49500459058 -49.60543169026 3073.55117689495 2565.99249794559 3802.78870046678 1180.98678382439 1 1
261 1858.39 1940.2 16.931 0.01 0.697 0.017 0.38 0.065 0.581 0.014 1.089 0.014 150.3631504671131 -49.51938793446414 1.1611 0.103999 -0.070567 0.076394 317.3 "Gaia DR2 5406953231103065472" 150.36273887095 0.1772 -49.51956857889 0.2036 1635721458409799680 5406953231103065472 1327505949 2015.5 1.5727 0.2112 7.4460 -5.828 0.358 2.061 0.412 -0.2166 -0.2435 -0.4841 0.2107 0.2302 0.1842 -0.4977 0.0752 -0.2402 0.0958 171 0 171 0 26.7562 1283.92 1.341 55.0 31 0 0.4814 1.5773 0.0418 0.04 20 13 0.38672 0 31 0 268 3906.0 9.446 413.431 16.7092 0.0026 30 1827 13.41 136.216 17.1969 0.0080 30 3295 16.05 205.290 15.9674 0.0053 1.312 0 1.2295 0.4877 0.7418 nan nan 0 nan nan nan NOT_AVAILABLE 276.83194549164 4.54056678935 180.81457703886 -55.6453044204 100001 4871.00 4733.67 5035.39 0.1980 0.0160 0.4540 0.0650 0.0079 0.2238 nan nan nan nan nan nan nan 150.362777524 5.5505 -49.5195774511 6.3953 0.0 0.10424 -0.070528 0.076758 317.4 5406953231103065472 150.36273887095 -49.51956857889 641.029398204854 558.967868636698 750.789033601369 1180.7950081532 1 1
262 1710.45 1708.89 16.939 0.01 0.828 0.015 0.13 0.058 0.517 0.014 0.987 0.015 150.3820639905945 -49.5384566132227 0.7622 0.081759 -0.05819 0.057432 314.6 "Gaia DR2 5406951474449986560" 150.38176900076 0.0571 -49.53854703264 0.0615 1635721458409799680 5406951474449986560 1236111102 2015.5 0.3775 0.0711 5.3095 -6.271 0.114 5.006 0.114 -0.0712 -0.1780 -0.3518 0.1976 0.1765 0.2402 -0.1931 0.1334 -0.1095 0.0898 189 9 187 2 -1.8652 148.1 0.0 0.0 31 0 4.0191 1.5371 0.0163 0.035 22 15 0.10715 0 36 0 307 3849.0 2.694 1428.982 16.725 0.0008 29 1852 9.388 197.247 17.1824 0.0055 32 2938 10.14 289.831 16.0918 0.0037 1.244 0 1.0906 0.4574 0.6332 nan nan 0 nan nan nan NOT_AVAILABLE 276.85331002833 4.53287526841 180.85248620545 -55.65273320768 100001 5024.57 4960.09 5248.46 0.7947 0.6250 0.9880 0.4027 0.3089 0.4944 nan nan nan nan nan nan nan 150.38181061 1.7708 -49.5385685863 1.7712 0.0 0.081988 -0.058151 0.057796 314.8 5406951474449986560 150.38176900076 -49.53854703264 2454.22785860922 2069.48155164725 3000.35028297433 1180.74522880497 1 1
263 1128.06 1769.86 16.94 0.018 0.974 0.027 98.85 99.0 0.62 0.023 1.111 0.026 150.4558961212088 -49.53305452006908 0.2153 0.063782 -0.010146 0.062969 350.8 "Gaia DR2 5406952264723984128" 150.45580576886 0.1605 -49.53304278424 0.1627 1635721458409799680 5406952264723984128 625450022 2015.5 0.7408 0.1977 3.7477 -7.492 0.321 5.048 0.312 -0.1957 -0.3150 -0.3613 0.2415 0.2078 0.3061 -0.0980 0.2285 -0.1209 0.0237 227 0 218 9 32.7521 1853.49 1.377 58.0 31 0 0.4296 1.5825 0.0412 -0.044 26 15 0.30225 0 40 0 331 2976.0 10.15 293.402 17.0041 0.0037 36 1904 19.18 99.269 17.1523 0.0109 36 3506 14.91 235.071 15.9000 0.0046 1.817 0 1.2522 0.1482 1.1041 nan nan 0 nan nan nan NOT_AVAILABLE 276.88845293072 4.56621653135 180.91377349287 -55.61893717555 102001 5143.45 4259.00 6903.35 nan nan nan nan nan nan nan nan nan nan nan nan nan 150.455855473 4.9834 -49.5330645168 4.8336 0.0 0.064135 -0.010107 0.063334 350.9 5406952264723984128 150.45580576886 -49.53304278424 1379.40245001386 1030.38440820518 2047.24720485922 1181.58271356528 1 1
264 869.56 935.264 16.95 0.017 0.949 0.023 0.264 0.077 0.545 0.021 0.999 0.023 150.48967664816865 -49.60190428730442 0.4498 0.013163 0.011832 -0.005768 116.0 "Gaia DR2 5406940036963720832" 150.48969641824 0.05 -49.60178000423 0.0525 1635721458409799680 5406940036963720832 1329547241 2015.5 0.3113 0.0606 5.1359 0.564 0.101 -1.216 0.104 -0.2113 -0.2040 -0.3385 0.2503 0.0686 0.2839 -0.0825 0.1600 -0.1294 -0.0514 214 0 213 1 -0.4273 198.76 0.0 0.0 31 0 4.2304 1.5162 0.0141 0.019 25 15 0.10415 0 39 0 327 4031.0 2.765 1457.689 16.6749 0.0007 33 1886 18.16 103.851 17.1624 0.0105 32 3198 9.408 339.928 15.9997 0.0032 1.261 0 1.1628 0.4875 0.6752 nan nan 0 nan nan nan NOT_AVAILABLE 276.94756228142 4.52455182065 181.01922065387 -55.65975331954 100001 4993.47 4885.15 5187.07 nan nan nan nan nan nan nan nan nan nan nan nan nan 150.489692669 1.5726 -49.6017747707 1.6203 0.0 0.013043 0.011871 -0.005404 114.5 5406940036963720832 150.48969641824 -49.60178000423 2897.32512676315 2444.29786613221 3536.76422802674 1180.98504514683 1 1
265 1668.96 400.77 16.952 0.02 0.815 0.029 98.85 99.0 0.503 0.027 0.956 0.029 150.38852016840892 -49.64658198778036 0.1277 0.073796 -0.053725 -0.050591 226.7 "Gaia DR2 5406949898208599040" 150.38846662793 0.0599 -49.6465744479 0.0561 1635721458409799680 5406949898208599040 1560916726 2015.5 0.1088 0.0668 1.6303 -6.038 0.126 3.904 0.113 -0.2923 0.0323 -0.4685 0.3830 0.0120 0.4146 -0.2898 -0.0823 0.1859 -0.1927 203 0 202 1 1.0783 218.47 0.0 0.0 31 0 4.1333 1.5588 0.0154 -0.015 23 12 0.13223 0 36 0 314 3926.0 3.059 1283.586 16.7034 0.0008 34 1887 8.571 220.152 17.1620 0.0049 35 2986 10.11 295.500 16.0740 0.0037 1.241 0 1.0879 0.4586 0.6294 nan nan 0 nan nan nan NOT_AVAILABLE 276.92210684505 4.44930020849 180.97617155215 -55.73537231599 100001 5049.09 4971.85 5251.40 nan nan nan nan nan nan nan nan nan nan nan nan nan 150.388506775 1.9509 -49.6465912547 1.7533 0.0 0.073518 -0.053686 -0.050226 226.9 5406949898208599040 150.38846662793 -49.6465744479 5179.75666624256 3992.41960847258 6973.37790310005 1179.35399258274 1 1
266 842.708 816.026 16.956 0.012 0.996 0.02 98.85 99.0 0.66 0.023 1.083 0.016 150.49324069119723 -49.61173956086266 0.6097 0.020997 0.014096 -0.015562 137.8 "Gaia DR2 5406938555188168320" 150.49319360309 0.128 -49.61157297977 0.1316 1635721458409799680 5406938555188168320 641985095 2015.5 0.3625 0.1556 2.3293 -11.817 0.263 5.536 0.262 -0.1343 -0.1516 -0.3149 0.1905 0.1556 0.2307 -0.1616 0.0735 -0.1543 0.1357 202 0 202 0 27.9717 1434.67 1.089 46.0 31 0 0.679 1.5069 0.0342 0.0 23 15 0.24882 0 36 0 316 4055.0 4.693 864.101 16.6684 0.0013 34 2131 30.31 70.308 17.0299 0.0154 34 3625 47.35 76.553 15.8636 0.0142 1.419 0 1.1663 0.3615 0.8047 nan nan 0 nan nan nan NOT_AVAILABLE 276.95528829573 4.51809286933 181.03304802565 -55.66609418845 102001 4968.67 4429.33 5286.90 nan nan nan nan nan nan nan nan nan nan nan nan nan 150.493272123 4.0798 -49.6115968156 4.0645 0.0 0.020755 0.014135 -0.015197 137.1 5406938555188168320 150.49319360309 -49.61157297977 2506.41192248951 1768.55446955613 3914.50217377529 1180.88297126011 1 1
267 996.828 1555.04 16.959 0.009 0.854 0.016 0.133 0.058 0.555 0.015 1.004 0.014 150.4727889238717 -49.55074099177308 0.3784 0.045356 0.000803 0.045349 1.0 "Gaia DR2 5406951994152692864" 150.47267773099 0.066 -49.55066455236 0.059 1635721458409799680 5406951994152692864 443069854 2015.5 0.1547 0.0708 2.1856 -7.135 0.134 3.901 0.112 -0.2122 -0.1480 -0.3656 0.3961 0.1234 0.4679 -0.1215 0.1332 -0.1564 0.0396 186 0 185 1 -2.4942 136.15 0.0 7.5e-16 31 0 3.9372 1.5292 0.0166 -0.022 21 14 0.13211 0 35 0 293 3825.0 2.369 1614.698 16.7319 0.0007 33 1831 13.16 139.124 17.1945 0.0078 33 2996 10.47 286.227 16.0705 0.0038 1.262 0 1.1240 0.4627 0.6614 nan nan 0 nan nan nan NOT_AVAILABLE 276.90786450878 4.55873573787 180.9482225343 -55.62615042209 100001 4933.00 4820.00 5058.16 nan nan nan nan nan nan nan nan nan nan nan nan nan 150.472725082 2.0855 -49.5506813498 1.7422 0.0 0.045721 0.000842 0.045713 1.1 5406951994152692864 150.47267773099 -49.55066455236 4470.49537974955 3452.81689730706 6049.89033878159 1181.51701827436 1 1
268 740.752 139.75 16.963 0.023 1.366 0.039 98.85 99.0 0.811 0.034 1.445 0.031 150.50711148410926 -49.667522082104846 0.7475 0.074954 0.023097 -0.071307 162.1 "Gaia DR2 5406938147178298752" 150.50712502393 0.0446 -49.66731461565 0.0461 1635721458409799680 5406938147178298752 1223845782 2015.5 0.2567 0.0533 4.8169 -4.807 0.090 3.974 0.086 -0.1989 -0.2071 -0.3188 0.2780 0.1406 0.3341 -0.1719 0.1463 -0.0503 0.0312 227 0 227 0 1.0363 243.85 0.0 0.0 31 0 5.2736 1.4200 0.0118 -0.014 26 15 0.090392 0 38 0 327 4831.0 3.276 1474.593 16.4782 0.0007 38 1905 22.86 83.350 17.1516 0.0130 38 4877 30.9 157.832 15.5416 0.0069 1.404 0 1.6100 0.6734 0.9366 nan nan 0 nan nan nan NOT_AVAILABLE 276.99615050521 4.47898945723 181.1064026345 -55.70454513271 100001 4439.00 4322.00 4575.45 nan nan nan nan nan nan nan nan nan nan nan nan nan 150.507156999 1.39 -49.6673317255 1.3295 0.0 0.07462 0.023135 -0.070942 161.9 5406938147178298752 150.50712502393 -49.66731461565 3399.27863206669 2859.6896412155 4160.84911795991 1180.228916507 1 1
269 177.653 1960.14 16.976 0.023 1.086 0.032 98.85 99.0 0.634 0.034 1.187 0.033 150.57659219872983 -49.516557275979956 0.6832 0.104664 0.068094 0.079484 40.6 "Gaia DR2 5406964153193494912" 150.57632410647 0.0504 -49.51648162371 0.0483 1635721458409799680 5406964153193494912 173805883 2015.5 0.4864 0.0601 8.0917 -3.848 0.098 2.020 0.088 -0.1912 -0.3456 -0.3756 0.2603 0.2384 0.3392 -0.1868 0.2589 -0.0632 0.0502 231 0 230 1 -0.5939 211.99 0.0 0.0 31 0 4.6744 1.5098 0.0125 0.01 26 16 0.098747 0 39 0 339 4360.0 2.657 1640.967 16.5896 0.0007 39 1816 10.29 176.446 17.2035 0.0062 38 3692 8.429 438.101 15.8436 0.0025 1.263 0 1.3599 0.6139 0.7460 nan nan 0 nan nan nan NOT_AVAILABLE 276.94116446426 4.6264964081 181.00521966359 -55.55791605161 100001 4858.10 4618.39 5056.76 nan nan nan nan nan nan 200111 1.29 1.19 1.42 0.831 0.611 1.052 150.576349624 1.5208 -49.5164903197 1.3691 0.0 0.104966 0.068133 0.079848 40.5 5406964153193494912 150.57632410647 -49.51648162371 1949.79350504446 1735.92950142458 2221.45263649476 1183.02603988341 1 1
270 388.914 722.544 16.981 0.014 0.903 0.022 0.09 0.06 0.581 0.019 1.044 0.021 150.55125344225968 -49.61910463637546 0.8410 0.056498 0.051652 -0.022892 113.9 "Gaia DR2 5406939796445766144" 150.55116567343 0.0505 -49.6188780478 0.051 1635721458409799680 5406939796445766144 1677995535 2015.5 0.2891 0.0602 4.7995 -6.041 0.102 2.831 0.103 -0.2012 -0.1993 -0.3395 0.2875 0.0542 0.3075 -0.1096 0.1691 -0.1454 -0.0529 221 0 221 0 1.5936 250.11 0.0 0.0 31 0 4.2002 1.5341 0.0140 -0.003 25 15 0.1045 0 40 0 330 3986.0 2.485 1604.196 16.6869 0.0007 34 1842 7.525 244.818 17.1880 0.0044 35 3163 9.788 323.147 16.0117 0.0034 1.256 0 1.1763 0.5010 0.6752 nan nan 0 nan nan nan NOT_AVAILABLE 276.98980117364 4.5348404565 181.09355850871 -55.64880512863 100001 4894.00 4820.00 5007.94 nan nan nan nan nan nan nan nan nan nan nan nan nan 150.551205823 1.5777 -49.618890236 1.5967 0.0 0.056387 0.051691 -0.022528 113.5 5406939796445766144 150.55116567343 -49.6188780478 3078.29648814684 2577.69626490388 3793.50180754715 1181.34892510862 1 1
271 576.314 1766.97 16.981 0.012 0.975 0.018 0.159 0.068 0.608 0.019 1.127 0.019 150.5260507966162 -49.5328856925283 0.4667 0.072418 0.035349 0.063204 29.2 "Gaia DR2 5406952372109832192" 150.52590580951 0.0654 -49.53279650984 0.062 1635721458409799680 5406952372109832192 835285502 2015.5 0.3694 0.0649 5.6906 -3.630 0.122 2.361 0.115 -0.4879 -0.3357 -0.5781 0.4977 0.2041 0.5353 -0.4181 0.2740 -0.1786 -0.2767 204 0 204 0 -1.0115 178.87 0.0 0.0 31 0 4.3565 1.5009 0.0148 -0.075 23 13 0.14255 0 37 0 323 4060.0 2.491 1630.057 16.6671 0.0007 35 1770 11.96 148.011 17.2317 0.0073 34 3364 9.879 340.560 15.9446 0.0032 1.265 0 1.2871 0.5646 0.7225 nan nan 0 nan nan nan NOT_AVAILABLE 276.92475971406 4.59378719986 180.97714977084 -55.59086217725 100001 4984.50 4795.33 5108.67 nan nan nan nan nan nan nan nan nan nan nan nan nan 150.525929892 1.8861 -49.5328066756 1.7849 0.0 0.072755 0.035388 0.063568 29.1 5406952372109832192 150.52590580951 -49.53279650984 2502.23132340275 2132.40671489105 3015.80392736994 1182.29789099889 1 1
272 50.996 1756.41 16.985 0.02 1.331 0.031 98.85 99.0 0.758 0.03 1.426 0.031 150.59299921751048 -49.533307196601584 0.8479 0.100686 0.078709 0.06279 51.4 "Gaia DR2 5406963951342579200" 150.59271564078 0.047 -49.53316023544 0.045 1635721458409799680 5406963951342579200 200497913 2015.5 0.0446 0.0561 0.7949 -6.350 0.093 3.326 0.085 -0.1101 -0.2980 -0.3770 0.2181 0.1805 0.2820 -0.2190 0.2639 -0.0116 0.0695 231 0 230 1 0.1765 228.09 0.0 0.0 31 0 5.2316 1.4432 0.0118 -0.075 26 16 0.09311 0 41 0 350 4842.0 3.454 1401.81 16.4757 0.0008 35 1770 9.986 177.203 17.2317 0.0061 36 4534 9.62 471.329 15.6207 0.0023 1.302 0 1.6110 0.7560 0.8550 nan nan 0 nan nan nan NOT_AVAILABLE 276.95974969515 4.61955235936 181.03815891175 -55.56457830357 100001 4268.00 4078.23 4775.35 0.4960 0.2669 1.0801 0.2380 0.1400 0.3626 nan nan nan nan nan nan nan 150.592757767 1.4382 -49.5331745536 1.3255 0.0 0.100944 0.078748 0.063154 51.3 5406963951342579200 150.59271564078 -49.53316023544 6665.93446506021 5208.44354953064 8744.41463376626 1182.95996146996 1 1
274 282.312 548.746 16.988 0.018 0.786 0.025 98.85 99.0 0.473 0.025 0.894 0.026 150.5651149616715 -49.63337234289188 0.9358 0.071076 0.060595 -0.037148 121.5 "Gaia DR2 5406939727726286080" 150.56499635931 0.0514 -49.6331239978 0.0528 1635721458409799680 5406939727726286080 1434718128 2015.5 0.1825 0.0619 2.9458 -5.506 0.103 2.189 0.101 -0.1443 -0.1593 -0.3058 0.2882 0.1165 0.3249 -0.1271 0.1576 -0.0716 -0.0063 220 0 220 0 -0.2199 209.82 0.0 0.0 31 0 3.9765 1.5542 0.0140 -0.047 25 15 0.1028 0 37 0 319 3828.0 2.4 1595.486 16.7308 0.0007 35 1913 11.02 173.630 17.1470 0.0063 35 2852 6.841 416.888 16.1241 0.0026 1.245 0 1.0229 0.4162 0.6067 nan nan 0 nan nan nan NOT_AVAILABLE 277.00557190383 4.52883625018 181.12159387946 -55.65454956748 100001 5194.50 5093.33 5354.33 nan nan nan nan nan nan nan nan nan nan nan nan nan 150.565032961 1.6006 -49.6331334224 1.5692 0.0 0.070919 0.060634 -0.036784 121.2 5406939727726286080 150.56499635931 -49.6331239978 4220.20793748382 3356.95493986288 5531.11386131861 1181.27935403877 1 1
275 1485.08 714.326 16.994 0.017 0.832 0.025 98.85 99.0 0.505 0.023 0.942 0.026 150.4115811828301 -49.6205735445614 0.1669 0.045915 -0.038807 -0.024539 237.7 "Gaia DR2 5406950413604685696" 150.41153735595 0.0535 -49.62053690788 0.0569 1635721458409799680 5406950413604685696 1536899955 2015.5 0.1738 0.0625 2.7809 -6.476 0.108 3.851 0.107 -0.2803 -0.1479 -0.3667 0.3331 0.0789 0.3795 -0.2834 0.0908 0.0363 -0.0715 222 0 219 3 -0.9809 193.72 0.0 0.0 31 0 3.9266 1.5718 0.0143 -0.034 25 14 0.11286 0 37 0 320 3722.0 2.504 1486.167 16.7615 0.0007 36 1808 10.39 174.023 17.2081 0.0062 36 2840 10.11 280.838 16.1285 0.0039 1.249 0 1.0795 0.4465 0.6330 nan nan 0 nan nan nan NOT_AVAILABLE 276.91832860113 4.47908338044 180.96872204054 -55.70564654743 100001 4974.27 4718.48 5100.75 nan nan nan nan nan nan nan nan nan nan nan nan nan 150.411580398 1.6685 -49.6205534865 1.6529 0.0 0.045688 -0.038768 -0.024175 238.1 5406950413604685696 150.41153735595 -49.62053690788 4328.57309632711 3426.9024219055 5701.29620555721 1179.94425458093 1 1
276 1019.62 1709.53 16.996 0.008 0.898 0.014 98.85 99.0 0.559 0.012 1.05 0.013 150.46973252105434 -49.53797294601118 0.3166 0.058088 -0.001188 0.058075 358.8 "Gaia DR2 5406952234670866176" 150.46960828038 0.0561 -49.53793779849 0.0543 1635721458409799680 5406952234670866176 749554693 2015.5 0.2162 0.0638 3.3886 -4.486 0.110 1.512 0.104 -0.2618 -0.2596 -0.4103 0.3341 0.1379 0.3763 -0.2125 0.2075 -0.1361 -0.0436 220 0 220 0 -1.3329 187.92 0.0 0.0 31 0 3.9418 1.5188 0.0143 -0.027 25 15 0.11328 0 40 0 350 3754.0 2.199 1707.17 16.752 0.0006 35 1722 11.49 149.847 17.2611 0.0072 36 2992 8.744 342.141 16.0721 0.0032 1.256 0 1.1889 0.5091 0.6798 nan nan 0 nan nan nan NOT_AVAILABLE 276.89858444341 4.56770024567 180.9316201772 -55.61731560317 100001 4911.07 4862.00 4939.04 nan nan nan nan nan nan nan nan nan nan nan nan nan 150.469638041 1.7072 -49.5379443105 1.6171 0.0 0.058451 -0.001149 0.05844 358.9 5406952234670866176 150.46960828038 -49.53793779849 3790.25935638524 3044.64689967858 4919.51489772106 1181.65792320049 1 1
277 229.295 60.66 17.0 0.021 1.144 0.033 98.85 99.0 0.589 0.03 1.13 0.03 150.5726134505647 -49.67362992910679 1.0210 0.10131 0.065372 -0.077396 139.8 "Gaia DR2 5406937391264064000" 150.57245510962 0.0622 -49.67336547157 0.0635 1635721458409799680 5406937391264064000 1512368380 2015.5 0.3086 0.0758 4.0738 -5.432 0.127 2.263 0.127 -0.1019 -0.0977 -0.2398 0.2687 0.1191 0.3045 -0.1001 0.1610 -0.0598 0.0836 209 0 209 0 5.2383 328.24 0.363 5.2 31 0 2.7821 1.4865 0.0171 -0.002 24 14 0.12236 0 38 0 333 4205.0 3.267 1287.049 16.629 0.0008 36 1782 8.872 200.906 17.2239 0.0054 32 3567 9.34 381.937 15.8811 0.0028 1.272 0 1.3428 0.5949 0.7480 nan nan 0 nan nan nan NOT_AVAILABLE 277.03369388021 4.49956599548 181.17218176554 -55.68333706334 100001 4683.42 4520.59 5024.25 nan nan nan nan nan nan nan nan nan nan nan nan nan 150.572491253 1.9752 -49.6733752168 1.9639 0.0 0.101057 0.065411 -0.077032 139.7 5406937391264064000 150.57245510962 -49.67336547157 2897.33191138627 2346.06422135845 3738.80787985208 1180.76762125808 1 1
278 1687.31 776.905 17.001 0.018 0.673 0.027 0.337 0.069 0.468 0.022 0.867 0.025 150.3858175899733 -49.615518403456505 0.2372 0.058879 -0.055541 -0.019544 250.6 "Gaia DR2 5406950100060260480" 150.38571654695 0.0537 -49.61552574818 0.0556 1635721458409799680 5406950100060260480 494231869 2015.5 0.0773 0.0623 1.2403 -5.553 0.108 4.674 0.108 -0.2187 -0.1131 -0.3467 0.3439 0.0266 0.3657 -0.2966 0.0763 0.0216 -0.0422 225 0 224 1 1.5813 253.06 0.0 0.0 31 0 3.8607 1.5540 0.0148 -0.055 26 14 0.1122 0 38 0 327 3709.0 3.463 1071.213 16.7651 0.001 34 1903 9.462 201.110 17.1528 0.0054 36 2673 9.166 291.616 16.1945 0.0037 1.234 0 0.9583 0.3877 0.5707 nan nan 0 nan nan nan NOT_AVAILABLE 276.90190892949 4.4730005677 180.93982257377 -55.71196024698 100001 5323.33 5038.00 5391.00 nan nan nan nan nan nan nan nan nan nan nan nan nan 150.385753446 1.6748 -49.6155458715 1.6825 0.0 0.058723 -0.055502 -0.01918 250.9 5406950100060260480 150.38571654695 -49.61552574818 5806.94663702261 4496.70099782362 7734.54459690315 1179.75247789532 1 1
279 1724.01 854.562 17.009 0.019 0.927 0.03 98.85 99.0 0.573 0.024 1.034 0.027 150.38108326057977 -49.60912064824672 0.2877 0.060086 -0.05863 -0.013146 257.4 "Gaia DR2 5406950100060277248" 150.3809600625 0.0521 -49.60912442248 0.0536 1635721458409799680 5406950100060277248 1243326099 2015.5 0.6140 0.0622 9.8668 -5.535 0.108 9.491 0.109 -0.2309 -0.1340 -0.3279 0.3099 0.0162 0.3415 -0.2906 0.0132 0.0987 -0.1149 219 0 218 1 -1.9568 174.53 0.0 0.0 31 0 4.1258 1.5104 0.0142 -0.072 25 14 0.11377 0 38 0 332 3867.0 2.54 1522.773 16.7199 0.0007 36 1775 10.22 173.648 17.2284 0.0063 35 3074 10.03 306.520 16.0425 0.0035 1.254 0 1.1859 0.5085 0.6774 nan nan 0 nan nan nan NOT_AVAILABLE 276.8955716679 4.4762500624 180.92852940898 -55.7087984817 100001 4902.00 4854.03 4935.36 nan nan nan nan nan nan 200111 0.94 0.93 0.96 0.458 0.359 0.557 150.380996837 1.6809 -49.6091652863 1.6829 0.0 0.05997 -0.058592 -0.012782 257.7 5406950100060277248 150.3809600625 -49.60912442248 1565.22687636071 1421.32203572546 1740.63086475452 1179.79139241933 1 1
280 489.864 1094.27 17.012 0.011 0.749 0.016 98.85 99.0 0.425 0.017 0.804 0.016 150.53787952268132 -49.588463735543826 0.8292 0.043712 0.043019 0.007755 79.8 "Gaia DR2 5406940101376452864" 150.53779859741 0.0593 -49.58823946665 0.0577 1635721458409799680 5406940101376452864 71188634 2015.5 0.0180 0.0677 0.2657 -5.335 0.116 3.258 0.111 -0.2728 -0.2618 -0.3878 0.3339 0.1409 0.3711 -0.1973 0.1952 -0.1301 -0.0681 220 0 220 0 0.7186 229.55 0.0 0.0 31 0 3.447 1.5679 0.0151 -0.038 25 15 0.11923 0 39 0 332 3363.0 2.475 1358.738 16.8716 0.0008 38 1746 14.4 121.289 17.2461 0.0090 37 2418 8.375 288.747 16.3031 0.0038 1.238 0 0.9430 0.3745 0.5685 nan nan 0 nan nan nan NOT_AVAILABLE 276.96438286726 4.55412083891 181.04812617155 -55.62993041407 100001 5320.00 4986.00 5411.67 nan nan nan nan nan nan nan nan nan nan nan nan nan 150.537834029 1.7968 -49.5882534944 1.7232 0.0 0.043817 0.043058 0.008119 79.3 5406940101376452864 150.53779859741 -49.58823946665 6539.93892289979 5007.07222371251 8735.33264765072 1181.65053494835 1 1
